Phylum,Class,Order,Family,Genus,Species,Taxa,TSN,Common_name,Sex,Size_Maturity,Season_or_doy,Capture_method,Region,LME_Continent,Ocean_Freshwater,Storage_method,Storage_duration_years,Methodology,Sample_Type,N_replicates,Size_min_mm,Size_max_mm,Size_min_g,Size_max_g,Ash_perc,H2O_perc,Lipid_perc,AFLDM,Dry_KJg_mean,Dry_KJg_SD,Ash_KJg,Wet_KJg_mean,Wet_KJg_SD,Wet_KJg_min,Wet_KJg_max,Indigestible_perc,Publication_Type,Publication_Author,Publication_Journal,Publication_Year,Notes
Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,pseudoharengus,Alosa pseudoharengus,161706,Alewife,Juvenile,Immature,N/A,N/A,Lake Michigan,North America,Freshwater,Frozen,12,Bomb calorimetry,Pooled whole body,6,NA,NA,46,46,3.1,74.4,5,NA,24.4,1.7,NA,6.26,0.808,NA,NA,NA,Original,Rottiers and Tucker,USFWS Reports,1982,N/A
Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,namaycush,Salvelinus namaycush,162002,Lake Trout,Male,,N/A,N/A,Lake Michigan,North America,Freshwater,Frozen,12,Bomb calorimetry,Pooled whole body,54,584,584,2350,2350,1.7,62.4,19,NA,29.7,1.3,NA,11.2,1.28,NA,NA,NA,Original,Rottiers and Tucker,USFWS Reports,1982,N/A
Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,kisutch,Oncorhynchus kisutch,161977,Coho Salmon,Male,,N/A,N/A,Lake Michigan,North America,Freshwater,Frozen,12,Bomb calorimetry,Pooled whole body,25,602,602,2850,2850,2,69.5,8.7,NA,26.1,1.2,NA,8.08,1.48,NA,NA,NA,Original,Rottiers and Tucker,USFWS Reports,1982,N/A
Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,pseudoharengus,Alosa pseudoharengus,161706,Alewife,Male,,N/A,N/A,Lake Michigan,North America,Freshwater,Frozen,12,Bomb calorimetry,Pooled whole body,5,NA,NA,41.3,41.3,2.8,71.5,10.1,NA,25.7,0.2,NA,7.25,0.544,NA,NA,NA,Original,Rottiers and Tucker,USFWS Reports,1982,N/A
Chordata,Teleostei,Clupeiformes,Clupeidae,Dorosoma,cepedianum,Dorosoma cepedianum,161737,Gizzard shad,Male,Adult,N/A,N/A,"Cherokee, Dale Hollow, and Old Hickory Reservoirs, Tennessee",North America,Freshwater,Frozen,2,Bomb calorimetry,Pooled whole body,6,NA,100,NA,NA,13.4,76.3,13.4,NA,21.7,0.4,NA,5.15,0.0892,NA,NA,NA,Original,Strange and Pelton,Transactions of the American Fisheries Society,1987,N/A
Cnidaria,Hydrozoa,Leptothecatae,Aequoreidae,Aequorea,victoria,Aequorea victoria,50644,N/A,NA,N/A,N/A,N/A,"Nanoose Bay, British Columbia",Gulf of Alaska,Pacific,Frozen,2,Proximate composition,Pooled whole body,1,NA,NA,NA,NA,NA,97.2,0.6,NA,2.1,NA,NA,0.0574,NA,NA,NA,NA,Original,Arai et al.,Journal of Experimental Marine Biology and Ecology,1989,N/A
Chordata,Teleostei,Myctophiformes,Myctophidae,Myctophum,punctatum,Myctophum punctatum,162723,N/A,NA,N/A,N/A,N/A,West Africa,Canary Current,Atlantic,N/A,NA,Bomb calorimetry,Whole body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,NA,NA,NA,NA,Review,Martins et al.,Ecological Modelling,2004,N/A
Chordata,Teleostei,Perciformes,Trachinidae,Trachurus,picturatus,Trachurus picturatus,168593,N/A,NA,N/A,N/A,N/A,Faial and Pico Islands-Azores,Atlantic,Atlantic,N/A,NA,Bomb calorimetry,Whole body,2530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81,NA,NA,NA,NA,Review,Martins et al.,Ecological Modelling,2004,N/A
Chordata,Teleostei,Zeiformes,Caproidae,Capros,aper,Capros aper,166320,N/A,NA,N/A,N/A,N/A,Balearic Islands,Mediterranean,Atlantic,N/A,NA,Bomb calorimetry,Whole body,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18,NA,NA,NA,NA,Review,Martins et al.,Ecological Modelling,2004,N/A
Chordata,Teleostei,Perciformes,Sparidae,Pagellus,bogaraveo,Pagellus bogaraveo,169212,N/A,NA,N/A,N/A,N/A,Southwest coast of Portugal,Iberian Coastal,Atlantic,N/A,NA,Bomb calorimetry,Whole body,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,NA,NA,NA,NA,Review,Martins et al.,Ecological Modelling,2004,N/A
Chordata,Teleostei,Gasterosteiformes,Macroramphosidae,Macroramphosus,scolopax,Macroramphosus scolopax,551497,N/A,NA,N/A,N/A,N/A,Balearic Islands,Mediterranean,Atlantic,N/A,NA,Bomb calorimetry,Whole body,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93,NA,NA,NA,NA,Review,Martins et al.,Ecological Modelling,2004,N/A
Chordata,Teleostei,Beloniformes,Scomberesocidae,Scomberesox,saurus,Scomberesox saurus,165612,N/A,NA,N/A,N/A,N/A,Santa Maria Island-Azores,Atlantic,Atlantic,N/A,NA,Bomb calorimetry,Whole body,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,NA,NA,NA,NA,Review,Martins et al.,Ecological Modelling,2004,N/A
Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,clupeaformis,Coregonus clupeaformis,161941,Lake whitefish,NA,N/A,N/A,N/A,Lake Michigan,North America,Freshwater,Frozen,12,Bomb calorimetry,Pooled whole body,5,564,564,2420,2420,1.7,58.8,22.4,NA,29.7,1.4,NA,12.2,1.07,NA,NA,NA,Original,Rottiers and Tucker,USFWS Reports,1982,N/A
Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,hoyi,Coregonus hoyi,623394,Bloater,NA,N/A,N/A,N/A,Lake Michigan,North America,Freshwater,Frozen,12,Bomb calorimetry,Pooled whole body,8,NA,NA,45,45,2.1,65.7,16,NA,28.8,1.9,NA,9.96,1.8,NA,NA,NA,Original,Rottiers and Tucker,USFWS Reports,1982,N/A
Chordata,Teleostei,Osmeriformes,Osmeridae,Osmerus,mordax,Osmerus mordax,162041,Rainbow smelt,NA,N/A,N/A,N/A,Lake Michigan,North America,Freshwater,Frozen,12,Bomb calorimetry,Pooled whole body,10,NA,NA,19.2,19.2,1.8,74.6,6.6,NA,26.2,1.6,NA,6.65,0.502,NA,NA,NA,Original,Rottiers and Tucker,USFWS Reports,1982,N/A
Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,cognatus,Cottus cognatus,167232,Slimy sculpin,NA,N/A,N/A,N/A,Lake Michigan,North America,Freshwater,Frozen,12,Bomb calorimetry,Pooled whole body,6,NA,NA,6.7,6.7,2.6,76.2,5.3,NA,24.1,0.9,NA,5.74,0.406,NA,NA,NA,Original,Rottiers and Tucker,USFWS Reports,1982,N/A
Chordata,Teleostei,Scorpaeniformes,Cottidae,Myoxocephalus,thompsonii,Myoxocephalus thompsonii,167323,Deepwater sculpin,NA,N/A,N/A,N/A,Lake Michigan,North America,Freshwater,Frozen,12,Bomb calorimetry,Pooled whole body,4,NA,NA,14.6,14.6,2.6,77.6,5.4,NA,24.2,0.7,NA,5.42,0.205,NA,NA,NA,Original,Rottiers and Tucker,USFWS Reports,1982,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,85,94,NA,NA,NA,76,3.75,17.8,NA,NA,NA,5.8,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,95,104,NA,NA,NA,77.1,2.99,13.8,NA,NA,NA,4.46,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,165,174,NA,NA,NA,77.1,3.7,18,NA,NA,NA,5.73,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,145,154,NA,NA,NA,77.2,3.46,21,NA,NA,NA,6.41,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,225,234,NA,NA,NA,77.2,1.6,18.2,NA,NA,NA,4.99,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,115,124,NA,NA,NA,77.3,3.25,17,NA,NA,NA,5.38,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,135,144,NA,NA,NA,77.5,3.89,17.6,NA,NA,NA,5.7,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,105,114,NA,NA,NA,77.5,3.24,17,NA,NA,NA,5.4,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,125,134,NA,NA,NA,77.6,3.01,14.4,NA,NA,NA,4.69,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,185,194,NA,NA,NA,77.6,2.93,16.1,NA,NA,NA,5.04,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,215,224,NA,NA,NA,77.7,2.65,15.3,NA,NA,NA,4.73,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,175,184,NA,NA,NA,77.8,2.99,15,NA,NA,NA,4.8,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,195,204,NA,NA,NA,77.8,2.55,16,NA,NA,NA,4.86,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,155,164,NA,NA,NA,77.9,3.11,13.1,NA,NA,NA,4.43,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,N/A,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,205,214,NA,NA,NA,78.4,2.25,18.5,NA,NA,NA,5.34,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,montagui,Pandalus montagui,96971,Aesop shrimp,NA,N/A,N/A,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,9,NA,NA,NA,NA,NA,72,NA,NA,19.3,NA,NA,5.4,NA,NA,NA,NA,Original,Tyler,Marine Biology,1973,N/A
Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldia,sapotilla,Yoldia sapotilla,79274,Short yoldia,NA,N/A,N/A,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,4,NA,NA,NA,NA,NA,78,NA,NA,17.6,NA,NA,2.33,NA,NA,NA,40,Original,Tyler,Marine Biology,1973,N/A
Arthropoda,Malacostraca,Amphipoda,Aoridae,Unciola,leucopis,Unciola leucopis,93630,N/A,NA,N/A,N/A,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,7,NA,NA,NA,NA,NA,80,NA,NA,9,NA,NA,1.79,NA,NA,NA,NA,Original,Tyler,Marine Biology,1973,N/A
Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphrodita,hastata,Aphrodita hastata,64365,Sea mouse,NA,N/A,N/A,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,6,NA,NA,NA,NA,NA,80,NA,NA,11,NA,NA,2.21,NA,NA,NA,NA,Original,Tyler,Marine Biology,1973,N/A
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,fragilis,Lumbrineris fragilis,66338,N/A,NA,N/A,N/A,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,12,NA,NA,NA,NA,NA,80,NA,NA,19.1,NA,NA,3.82,NA,NA,NA,NA,Original,Tyler,Marine Biology,1973,N/A
Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,incisa,Nephtys incisa,66028,N/A,NA,N/A,N/A,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,12,NA,NA,NA,NA,NA,81,NA,NA,16.7,NA,NA,3.17,NA,NA,NA,NA,Original,Tyler,Marine Biology,1973,N/A
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes,norvegica,Meganyctiphanes norvegica,95534,Northern krill,NA,N/A,N/A,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,11,NA,NA,NA,NA,NA,81,NA,NA,20.7,NA,NA,3.93,NA,NA,NA,NA,Original,Tyler,Marine Biology,1973,N/A
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes,norvegica,Meganyctiphanes norvegica,95534,Northern krill,NA,N/A,N/A,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,12,NA,NA,NA,NA,NA,81,NA,NA,21.1,NA,NA,4.01,NA,NA,NA,NA,Original,Tyler,Marine Biology,1973,N/A
Mollusca,Bivalvia,Carditida,Carditidae,Venericardia,borealis,Venericardia borealis,80764,N/A,NA,N/A,N/A,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,10,NA,NA,NA,NA,NA,82,NA,NA,15.4,NA,NA,0.473,NA,NA,NA,83,Original,Tyler,Marine Biology,1973,N/A
Arthropoda,Malacostraca,Amphipoda,Aoridae,Leptocheirus,pinguis,Leptocheirus pinguis,93487,N/A,NA,N/A,N/A,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,8,NA,NA,NA,NA,NA,83,NA,NA,11.5,NA,NA,1.95,NA,NA,NA,NA,Original,Tyler,Marine Biology,1973,N/A
Mollusca,Bivalvia,Venerida,Arcticidae,Arctica,islandica,Arctica islandica,81343,Ocean quahog,NA,N/A,N/A,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,11,NA,NA,NA,NA,NA,86,NA,NA,16.9,NA,NA,0.849,NA,NA,NA,64,Original,Tyler,Marine Biology,1973,N/A
Mollusca,Bivalvia,Carditida,Astartidae,Astarte,undata,Astarte undata,80811,Waved Astarte,NA,N/A,N/A,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,10,NA,NA,NA,NA,NA,87,NA,NA,17.7,NA,NA,0.439,NA,NA,NA,81,Original,Tyler,Marine Biology,1973,N/A
Chordata,Teleostei,Perciformes,Sillaginidae,Sillago,sihama,Sillago sihama,168536,N/A,NA,N/A,November,N/A,"Zuari estuary, Goa, India",Arabian Sea,Indian,N/A,NA,Proximate composition,Muscle,NA,NA,NA,NA,NA,NA,79.4,2.16,25,NA,NA,NA,6.83,NA,NA,NA,NA,Original,Shamsan and Ansari,Indian Journal of Fisheries,2010,N/A
Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,septemspinosa,Crangon septemspinosa,97110,Sand shrimp,NA,N/A,November,N/A,Passmaquoddy Bay,Scotian Shelf,Atlantic,Frozen,0.5,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,76,NA,NA,17.1,NA,NA,4.1,NA,NA,NA,NA,Original,Tyler,Marine Biology,1973,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,angulatus,Cyrtograpsus angulatus,NA,N/A,Female,Large,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,35,NA,NA,NA,NA,68.2,NA,NA,NA,NA,4.2,3.36,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Neohelice,granulata,Neohelice granulata,NA,N/A,Female,Large,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,35,NA,NA,NA,NA,70.2,NA,NA,NA,NA,4.5,3.44,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,angulatus,Cyrtograpsus angulatus,NA,N/A,Female,Large,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,35,NA,NA,NA,NA,71.1,NA,NA,NA,NA,3.9,3.78,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Neohelice,granulata,Neohelice granulata,NA,N/A,Female,Large,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,35,NA,NA,NA,NA,74.7,NA,NA,NA,NA,4.8,3.75,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,angulatus,Cyrtograpsus angulatus,NA,N/A,Female,Medium,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,15,35,NA,NA,NA,58.7,NA,NA,NA,NA,5.5,3.95,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,altimanus,Cyrtograpsus altimanus,NA,N/A,Female,Medium,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,15,35,NA,NA,NA,65.5,NA,NA,NA,NA,4.3,3.22,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2007,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Neohelice,granulata,Neohelice granulata,NA,N/A,Female,Medium,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,15,35,NA,NA,NA,67.5,NA,NA,NA,NA,4.3,3.64,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2007,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Neohelice,granulata,Neohelice granulata,NA,N/A,Female,Medium,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,15,35,NA,NA,NA,73.2,NA,NA,NA,NA,5,3.89,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2007,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,altimanus,Cyrtograpsus altimanus,NA,N/A,Female,Medium,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,15,35,NA,NA,NA,74.6,NA,NA,NA,NA,2.8,2.93,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,angulatus,Cyrtograpsus angulatus,NA,N/A,Female,Small,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,NA,15,NA,NA,NA,56.4,NA,NA,NA,NA,4.7,4.12,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Neohelice,granulata,Neohelice granulata,NA,N/A,Female,Small,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,NA,15,NA,NA,NA,59.8,NA,NA,NA,NA,5.1,4.29,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,altimanus,Cyrtograpsus altimanus,NA,N/A,Female,Small,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,NA,15,NA,NA,NA,62.7,NA,NA,NA,NA,4.8,3.38,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,angulatus,Cyrtograpsus angulatus,NA,N/A,Male,Large,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,35,NA,NA,NA,NA,64.2,NA,NA,NA,NA,4.6,3.35,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Neohelice,granulata,Neohelice granulata,NA,N/A,Male,Large,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,35,NA,NA,NA,NA,71.8,NA,NA,NA,NA,4.7,3.35,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,altimanus,Cyrtograpsus altimanus,NA,N/A,Male,Medium,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,15,35,NA,NA,NA,65.8,NA,NA,NA,NA,4.1,3.1,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Neohelice,granulata,Neohelice granulata,NA,N/A,Male,Medium,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,15,35,NA,NA,NA,65.8,NA,NA,NA,NA,4.6,3.58,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,altimanus,Cyrtograpsus altimanus,NA,N/A,Male,Medium,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,15,35,NA,NA,NA,69.3,NA,NA,NA,NA,3.8,2.9,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,angulatus,Cyrtograpsus angulatus,NA,N/A,Male,Medium,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,15,35,NA,NA,NA,74.1,NA,NA,NA,NA,2.9,2.29,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2007,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Neohelice,granulata,Neohelice granulata,NA,N/A,Male,Small,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,NA,15,NA,NA,NA,58.7,NA,NA,NA,NA,4.5,3.89,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,altimanus,Cyrtograpsus altimanus,NA,N/A,Male,Small,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,NA,15,NA,NA,NA,67.2,NA,NA,NA,NA,3.1,2.72,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,angulatus,Cyrtograpsus angulatus,NA,N/A,Male,Small,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,1,NA,15,NA,NA,NA,71.3,NA,NA,NA,NA,3.9,2.49,NA,NA,NA,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2007,N/A
Arthropoda,Malacostraca,Decapoda,Varunidae,Cyrtograpsus,altimanus,Cyrtograpsus altimanus,NA,N/A,NA,N/A,November-December,N/A,Bahia San Blas,Patagonian Shelf,Atlantic,Frozen,1,Bomb calorimetry,Whole body,6,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,3.8,3.04,0.239,2.72,3.38,NA,Original,Ciancio et al.,Journal of Crustacean Biology,2013,N/A
